SchoolName,URL,Sector,Year_Range,Type,Address,Suburb,State,Postcode,Latitude,Longitude,Score
St Brigid's School,http://www.sbmord.catholic.edu.au,Catholic,"U, Prep-6",Primary,129 ALBERT ST,MORDIALLOC,VIC,3195,-38.008742,145.091885,85
St Patrick's Primary School,http://www.spmentone.catholic.edu.au,Catholic,"U, Prep-6",Primary,16 CHILDERS ST,MENTONE,VIC,3194,-37.983937,145.069822,94
St Francis Xavier's Parish Primary School,http://www.sfxboxhill.catholic.edu.au,Catholic,"U, Prep-6",Primary,1087 WHITEHORSE RD,BOX HILL,VIC,3128,-37.818599,145.131834,91
Our Lady of Perpetual Succour School,http://www.olsurreyhills.catholic.edu.au,Catholic,"U, Prep-6",Primary,31 ERASMUS ST,SURREY HILLS,VIC,3127,-37.829937,145.111061,95
Our Holy Redeemer School,http://www.ohrsurreyhills.catholic.edu.au,Catholic,"U, Prep-6",Primary,311 MONT ALBERT RD,SURREY HILLS,VIC,3127,-37.820222,145.100146,94
St Luke the Evangelist School,http://www.slblackburnsth.catholic.edu.au,Catholic,"U, Prep-6",Primary,46 ORCHARD GVE,BLACKBURN SOUTH,VIC,3130,-37.835562,145.1462067,94
St Bridget's Primary School,http://www.sbgreythorn.catholic.edu.au,Catholic,"U, Prep-6",Primary,36 SWEYN ST,BALWYN NORTH,VIC,3104,-37.795992,145.102217,99
St Thomas the Apostle School,http://www.stblackburn.catholic.edu.au,Catholic,"U, Prep-6",Primary,67 CENTRAL RD,BLACKBURN,VIC,3130,-37.823695,145.157715,83
St Philip's School,http://www.stphilipbbn.catholic.edu.au,Catholic,"U, Prep-6",Primary,60 JUNCTION RD,BLACKBURN NORTH,VIC,3130,-37.808464,145.166214,96
Sts Peter and Paul's School,http://www.sppdcstr.catholic.edu.au,Catholic,"U, Prep-6",Primary,16 BEVERLEY ST,DONCASTER EAST,VIC,3109,-37.790725,145.153146,87
St Scholastica's Primary School,http://www.ssbennettswood.catholic.edu.au,Catholic,"U, Prep-6",Primary,STARLING ST,BENNETTSWOOD,VIC,3125,-37.85257058,145.1262764,81
St Gregory the Great School,http://www.sgdoncaster.catholic.edu.au,Catholic,"U, Prep-6",Primary,396 MANNINGHAM RD,DONCASTER,VIC,3108,-37.780415,145.122499,94
St Benedict's Parish School,http://www.sbburwood.catholic.edu.au,Catholic,"U, Prep-6",Primary,CENTRAL AVE,BURWOOD,VIC,3125,-37.84937635,145.0977221,86
St Dominic's School,http://www.sdcamberwelleast.catholic.edu.au,Catholic,"U, Prep-6",Primary,145 HIGHFIELD RD,CAMBERWELL EAST,VIC,3124,-37.838826,145.083192,66
St Bede's Parish School,http://www.sbedesbn.catholic.edu.au,Catholic,"U, Prep-6",Primary,1 MARWAL AVE,BALWYN NORTH,VIC,3104,-37.793514,145.071959,93
St John's School,http://www.sjmitcham.catholic.edu.au,Catholic,"U, Prep-6",Primary,490 WHITEHORSE RD,MITCHAM,VIC,3132,-37.817357,145.189959,71
St Timothy's School,http://www.sttims.catholic.edu.au,Catholic,"U, Prep-6",Primary,21 STEVENS RD,VERMONT,VIC,3133,-37.840629,145.184495,80
St Charles Borromeo Primary School,http://www.scbtemplestowe.catholic.edu.au,Catholic,"U, Prep-6",Primary,222-234 SERPELLS RD,TEMPLESTOWE,VIC,3106,-37.768552,145.153465,87
St Kevin's School,http://www.sktemplestowelr.catholic.edu.au,Catholic,"U, Prep-6",Primary,HERLIHY'S RD,TEMPLESTOWE LOWER,VIC,3107,-37.762167,145.121917,81
St Christopher's School,http://www.scsyndal.catholic.edu.au,Catholic,"U, Prep-6",Primary,5 DOON AVE,GLEN WAVERLEY,VIC,3150,-37.870765,145.149552,87
St Michael's Primary School,http://www.smashburton.catholic.edu.au,Catholic,"U, Prep-6",Primary,268 HIGH ST,ASHBURTON,VIC,3147,-37.864455,145.082566,92
Holy Family School,http://www.hfmw.catholic.edu.au,Catholic,"U, Prep-6",Primary,250 STEPHENSONS RD,MOUNT WAVERLEY,VIC,3149,-37.874407,145.130513,65
Our Lady of the Pines School,http://www.olopdonvale.catholic.edu.au,Catholic,"U, Prep-6",Primary,77 CARBINE ST,DONVALE,VIC,3111,-37.775125,145.177097,94
Holy Saviour Primary School,http://www.hsvs.catholic.edu.au,Catholic,"U, Prep-6",Primary,765 HIGHBURY RD,VERMONT SOUTH,VIC,3133,-37.860964,145.175129,85
St Anne's Parish School,http://www.sannkewe.catholic.edu.au,Catholic,"U, Prep-6",Primary,7-19 BERESFORD ST,KEW EAST,VIC,3102,-37.79532,145.048778,83
St Mary Magdalen's School,http://www.smmchadstone.catholic.edu.au,Catholic,"U, Prep-6",Primary,10-20 BOLWARRA STREET,CHADSTONE,VIC,3148,-37.87992,145.10125,78
St Martin of Tours School,http://www.smrosanna.catholic.edu.au,Catholic,"U, Prep-6",Primary,5 SILK ST,ROSANNA,VIC,3084,-37.735553,145.076129,88
St John's Primary School,http://www.sjheidelberg.catholic.edu.au,Catholic,"U, Prep-6",Primary,55 CAPE ST,HEIDELBERG,VIC,3084,-37.757539,145.066553,93
St Pius X School,http://www.spheidelbergwest.catholic.edu.au,Catholic,"U, Prep-6",Primary,431 WATERDALE RD,HEIDELBERG WEST,VIC,3081,-37.747166,145.046194,74
Mother of God Primary School,http://www.mogivanhoeeast.catholic.edu.au,Catholic,"U, Prep-6",Primary,66 WILFRED RD,IVANHOE EAST,VIC,3079,-37.773686,145.05915,73
St Mary's School,http://www.smgreensborough.catholic.edu.au,Catholic,"U, Prep-6",Primary,210 GRIMSHAW ST,GREENSBOROUGH,VIC,3088,-37.70293,145.092505,96
St Francis Xavier Primary School,http://www.sfxmontmorency.catholic.edu.au,Catholic,"U, Prep-6",Primary,90 MAYONA RD,MONTMORENCY,VIC,3094,-37.715973,145.126893,80
Mary Immaculate School,http://www.miivanhoe.catholic.edu.au,Catholic,"U, Prep-6",Primary,7-9 ROCKBEARE GVE,IVANHOE,VIC,3079,-37.7720509,145.0384596,92
Our Lady of the Way School,http://www.olwkingsbury.catholic.edu.au,Catholic,"U, Prep-6",Primary,GREEN AVE,KINGSBURY,VIC,3083,-37.71418275,145.0340084,78
St Damian's School,http://www.sdbundoora.catholic.edu.au,Catholic,"U, Prep-6",Primary,5 SETTLEMENT RD,BUNDOORA,VIC,3083,-37.698262,145.056952,83
Our Lady Help of Christians School,http://www.olhceltham.catholic.edu.au,Catholic,"U, Prep-6",Primary,1-13 HENRY ST,ELTHAM,VIC,3095,-37.715954,145.148089,89
Holy Spirit School,http://www.hsthornburyeast.catholic.edu.au,Catholic,"U, Prep-6",Primary,197 CLARENDON ST,THORNBURY,VIC,3071,-37.761109,145.015194,80
St Stephen's School,http://www.ssreservoireast.catholic.edu.au,Catholic,"U, Prep-6",Primary,71 WHITELAW ST,RESERVOIR EAST,VIC,3073,-37.712117,145.019307,69
Holy Trinity Primary School,http://www.htelthamnth.catholic.edu.au,Catholic,"U, Prep-6",Primary,WEIDLICH RD,ELTHAM NORTH,VIC,3095,-37.6983729,145.1355643,95
Sacred Heart Primary School,http://www.shpreston.catholic.edu.au,Catholic,"U, Prep-6",Primary,1 CLIFTON GVE,PRESTON,VIC,3072,-37.744984,145.0041403,90
St Anthony's School,http://www.saalphington.catholic.edu.au,Catholic,"U, Prep-6",Primary,52 AUSTIN ST,ALPHINGTON,VIC,3078,-37.780589,145.020136,92
St Thomas the Apostle School,http://www.stgreensboroughnth.catholic.edu.au,Catholic,"U, Prep-6",Primary,251 DIAMOND CREEK RD,GREENSBOROUGH NORTH,VIC,3088,-37.68248,145.120004,83
St Gabriel's School,http://www.sgreservoir.catholic.edu.au,Catholic,"U, Prep-6",Primary,SPRING ST,RESERVOIR,VIC,3073,-37.7190891,145.0049803,81
St Mary's School,http://www.smthornbury.catholic.edu.au,Catholic,"U, Prep-6",Primary,2 MANSFIELD ST,THORNBURY,VIC,3071,-37.756852,145.001603,96
Plenty Valley International Montessori School,http://www.pvims.vic.edu.au,Independent,"U, Prep-6",Primary,315 AQUEDUCT ROAD,ST HELENA,VIC,3088,-37.684309,145.138602,88
St Raphael's Primary School,http://www.srprestonwest.catholic.edu.au/,Catholic,"U, Prep-6",Primary,COOPER ST,PRESTON WEST,VIC,3072,-37.7345076,144.992272,86
Holy Trinity Primary School,http://www.htws.catholic.edu.au,Catholic,"U, Prep-6",Primary,10 RIDDELL RD,WANTIRNA SOUTH,VIC,3152,-37.877573,145.242858,95
St James' School,http://www.sjvermont.catholic.edu.au,Catholic,"U, Prep-6",Primary,51 CENTRE RD,VERMONT,VIC,3133,-37.837067,145.209725,96
St Jude the Apostle School,http://www.sjscoresby.catholic.edu.au,Catholic,"U, Prep-6",Primary,53 GEORGE ST,SCORESBY,VIC,3179,-37.889033,145.226546,82
St Joan of Arc School,http://www.sjbrighton.catholic.edu.au,Catholic,"U, Prep-6",Primary,DENDY ST,BRIGHTON,VIC,3186,-37.919893,144.9942698,97
Melbourne Montessori School,http://www.mms.vic.edu.au/,Independent,"U, Prep-6",Primary,,BRIGHTON EAST,VIC,3187,-37.9119039,145.0174342,96
St Finbar's School,http://www.sfbrightoneast.catholic.edu.au,Catholic,"U, Prep-6",Primary,90 CENTRE RD,BRIGHTON EAST,VIC,3187,-37.916295,145.017202,89
St Mary's Primary School,http://www.smhampton.catholic.edu.au,Catholic,"U, Prep-6",Primary,59 HOLYROOD ST,HAMPTON,VIC,3188,-37.933141,145.000489,87
St Kevin's Parish School,http://www.skormond.catholic.edu.au,Catholic,"U, Prep-6",Primary,76 GLEN ORME AVE,ORMOND,VIC,3204,-37.9047,145.03874,88
St Paul's Primary School,http://www.spbentleigh.catholic.edu.au,Catholic,"U, Prep-6",Primary,122 JASPER RD,BENTLEIGH,VIC,3204,-37.922845,145.04192,97
Sacred Heart School,http://www.shsandringham.catholic.edu.au,Catholic,"U, Prep-6",Primary,11 FERNHILL RD NTH,SANDRINGHAM,VIC,3191,-37.949593,145.003738,65
St Agnes' Primary School,http://www.sahighett.catholic.edu.au,Catholic,"U, Prep-6",Primary,PETERSON ST,HIGHETT,VIC,3190,-37.94536949,145.0284201,83
St Catherine's School,http://www.scmoorabbin.catholic.edu.au,Catholic,"U, Prep-6",Primary,14 - 28 FLETCHER ST,MOORABBIN,VIC,3189,-37.937911,145.053051,89
St Patrick's School,http://www.spmurrumbeena.catholic.edu.au,Catholic,"U, Prep-6",Primary,3 DALNY RD,MURRUMBEENA,VIC,3163,-37.90229,145.065443,89
St Peter's School,http://www.spbentleigheast.catholic.edu.au,Catholic,"U, Prep-6",Primary,842 CENTRE RD,BENTLEIGH EAST,VIC,3165,-37.923338,145.070276,82
Holy Eucharist School,http://www.hechadstone.catholic.edu.au,Catholic,"U, Prep-6",Primary,1241 DANDENONG RD,MALVERN EAST,VIC,3145,-37.88413,145.069573,88
St Joseph's School,http://www.sjblackrock.catholic.edu.au,Catholic,"U, Prep-6",Primary,544 BALCOMBE RD,BLACK ROCK,VIC,3193,-37.975801,145.022975,64
Sacred Heart Parish School,http://www.shoakleigh.catholic.edu.au,Catholic,"U, Prep-6",Primary,76 WARRIGAL RD,OAKLEIGH,VIC,3166,-37.901918,145.08713,96
Good Shepherd School,http://www.gswheelershill.catholic.edu.au,Catholic,"U, Prep-6",Primary,30 ACADEMY AVE,WHEELERS HILL,VIC,3150,-37.907426,145.166043,99
Christ Our Holy Redeemer School,http://www.cohroakeast.catholic.edu.au,Catholic,"U, Prep-6",Primary,43 FERNTREE GULLY RD,OAKLEIGH EAST,VIC,3166,-37.895865,145.105612,89
St John Vianney's School,http://www.sjvmulgrave.catholic.edu.au,Catholic,"U, Prep-6",Primary,23 POLICE RD,MULGRAVE,VIC,3170,-37.932548,145.159839,88
St Peter's School,http://www.spclayton.catholic.edu.au,Catholic,"U, Prep-6",Primary,10 MARY ST,CLAYTON,VIC,3168,-37.922443,145.121918,82
St Andrew's School,http://www.saclaytonsth.catholic.edu.au,Catholic,"U, Prep-6",Primary,96 BUNNEY RD,CLAYTON SOUTH,VIC,3169,-37.935033,145.106947,84
St Elizabeth's School,http://www.sedandenongnth.catholic.edu.au,Catholic,"U, Prep-6",Primary,111 BAKERS RD,DANDENONG NORTH,VIC,3175,-37.94633,145.198767,83
St Joseph's Parish Primary School,http://www.sjspringvale.catholic.edu.au,Catholic,"U, Prep-6",Primary,33 ST JOHN'S AVE,SPRINGVALE,VIC,3171,-37.953132,145.150162,84
St John's School,http://www.sjcliftonhill.catholic.edu.au,Catholic,"U, Prep-6",Primary,77 QUEENS PARADE,CLIFTON HILL,VIC,3068,-37.790214,144.988708,71
Resurrection School,http://www.reskeysborough.catholic.edu.au,Catholic,"U, Prep-6",Primary,402 CORRIGAN RD,KEYSBOROUGH,VIC,3173,-37.989519,145.16246,89
Stella Maris Primary School,http://www.smbeaumaris.catholic.edu.au,Catholic,"U, Prep-6",Primary,113 OAK ST,BEAUMARIS,VIC,3193,-37.982094,145.041335,80
St Anthony's School,http://www.sanoblepark.catholic.edu.au,Catholic,"U, Prep-6",Primary,90 BUCKLEY ST,NOBLE PARK,VIC,3174,-37.97176,145.171766,92
St Gerard's Primary School,http://www.sgdandenongnth.catholic.edu.au,Catholic,"U, Prep-6",Primary,GLADSTONE RD,DANDENONG NORTH,VIC,3175,-37.9710591,145.2052976,74
St Mary's School,http://www.smwilliamstown.catholic.edu.au,Catholic,"U, Prep-6",Primary,116 CECIL ST,WILLIAMSTOWN,VIC,3016,-37.863815,144.901344,96
Westbourne Grammar School,http://www.westbournegrammar.com,Independent,"U, Prep-6",Primary,67 THE STRAND,NEWPORT,VIC,3015,-37.850087,144.895017,98
St Michael's School,http://www.smnthmelbourne.catholic.edu.au,Catholic,"U, Prep-6",Primary,8 BROUGHAM ST,NORTH MELBOURNE,VIC,3051,-37.793436,144.946295,86
Holy Rosary School,http://www.hrkensington.catholic.edu.au,Catholic,"U, Prep-6",Primary,37 GOWER ST,KENSINGTON,VIC,3031,-37.79552,144.929092,84
Sacred Heart School,http://www.shnewport.catholic.edu.au,Catholic,"U, Prep-6",Primary,4 NEWCASTLE ST,NEWPORT,VIC,3015,-37.840409,144.882184,65
Fitzroy Community School,http://www.fcs.vic.edu.au,Independent,"U, Prep-6",Primary,597 BRUNSWICK ST,FITZROY NORTH,VIC,3068,-37.789161,144.97973,100
St Monica's Primary School,http://www.smfootscray.catholic.edu.au,Catholic,"U, Prep-6",Primary,2 WINGFIELD ST,FOOTSCRAY,VIC,3011,-37.801021,144.90699,94
St Augustine's School,http://www.sayarraville.catholic.edu.au,Catholic,"U, Prep-6",Primary,71 SOMERVILLE RD,YARRAVILLE,VIC,3013,-37.813924,144.889067,85
St Joseph's Primary School,http://www.sjnorthcote.catholic.edu.au,Catholic,"U, Prep-6",Primary,39 JAMES ST,NORTHCOTE,VIC,3070,-37.774635,144.996606,91
Our Lady Help of Christians School,http://www.olbrunswickeast.catholic.edu.au,Catholic,"U, Prep-6",Primary,26 MILLER STREET,BRUNSWICK EAST,VIC,3057,-37.776773,144.977957,89
St Brendan's School,http://www.sbflemington.catholic.edu.au,Catholic,"U, Prep-6",Primary,103 WELLINGTON ST,FLEMINGTON,VIC,3031,-37.784296,144.931046,74
St Margaret Mary's School,http://www.smmbrunswicknth.catholic.edu.au,Catholic,"U, Prep-6",Primary,47 - 49 MITCHELL ST,BRUNSWICK NORTH,VIC,3056,-37.758598,144.968163,89
St Joseph's School,http://www.sjbwickw.catholic.edu.au,Catholic,"U, Prep-6",Primary,185 HOPE ST,BRUNSWICK WEST,VIC,3055,-37.76231,144.942908,64
St Bernard's Primary School,http://www.stbernardscoburg.catholic.edu.au,Catholic,"U, Prep-6",Primary,36 PATTERSON ST,COBURG,VIC,3058,-37.747969,144.972692,81
St Fidelis' Primary School,http://www.sfmoreland.catholic.edu.au/,Catholic,"U, Prep-6",Primary,54 SAUNDERS ST,MORELAND,VIC,3058,-37.749896,144.951469,81
St Mary's Primary School,http://www.smascotvale.catholic.edu.au,Catholic,"U, Prep-6",Primary,74 ROSEBERRY ST,ASCOT VALE,VIC,3032,-37.773861,144.911247,87
St Monica's Primary School,http://www.stmonicasmp.catholic.edu.au,Catholic,"U, Prep-6",Primary,20 ROBINSON ST,MOONEE PONDS,VIC,3039,-37.759901,144.923205,94
St Paul's Parish Primary School,http://www.spcoburg.catholic.edu.au,Catholic,"U, Prep-6",Primary,562 SYDNEY RD,COBURG,VIC,3058,-37.738484,144.968182,91
St Vincent de Paul School,http://www.svstrathmore.catholic.edu.au,Catholic,"U, Prep-6",Primary,WOODLAND ST,STRATHMORE,VIC,3041,-37.742592,144.924484,91
St Therese's School,http://www.stessendon.catholic.edu.au,Catholic,"U, Prep-6",Primary,EDWARD ST,ESSENDON,VIC,3040,-37.751121,144.9103,88
St Mark's Primary School,http://www.smfawkner.catholic.edu.au,Catholic,"U, Prep-6",Primary,ARGYLE ST,FAWKNER,VIC,3060,-37.7166999,144.9640691,65
Our Lady of the Nativity School,http://www.olnaberfeldie.catholic.edu.au,Catholic,"U, Prep-6",Primary,29 FAWKNER ST,ABERFELDIE,VIC,3040,-37.756682,144.89626,91
St Margaret's Primary School,http://www.smmaribyrnong.catholic.edu.au,Catholic,"U, Prep-6",Primary,67 THE ESPLANADE,MARIBYRNONG,VIC,3032,-37.766598,144.891068,92
St Francis de Sales School,http://www.sfoakpark.catholic.edu.au,Catholic,"U, Prep-6",Primary,626 PASCOE VALE RD,OAK PARK,VIC,3046,-37.719288,144.921225,79
St Thomas More's School,http://www.stmhadfield.catholic.edu.au,Catholic,"U, Prep-6",Primary,30 ANGUS STREET,HADFIELD,VIC,3046,-37.707681,144.944687,87
St John Bosco's School,http://www.sjbniddrie.catholic.edu.au,Catholic,"U, Prep-6",Primary,29 MURIEL ST,NIDDRIE,VIC,3042,-37.743653,144.889438,84
St John's School,http://www.sjfootscray.catholic.edu.au,Catholic,"U, Prep-6",Primary,CNR ELEANOR & ESSEX STS,FOOTSCRAY,VIC,3011,-37.7959108,144.884988,71
St Martin de Porres School,http://www.smavondaleheights.catholic.edu.au,Catholic,"U, Prep-6",Primary,158 MILITARY RD,AVONDALE HEIGHTS,VIC,3034,-37.758398,144.861398,65
Christ the King Primary School,http://www.ctkbraybrook.catholic.edu.au,Catholic,"U, Prep-6",Primary,RILEY CRT,BRAYBROOK,VIC,3019,-37.7875448,144.8620112,72
St Christopher's School,http://www.stcapw.catholic.edu.au,Catholic,"U, Prep-6",Primary,34 ROBERTS RD,AIRPORT WEST,VIC,3042,-37.724607,144.880241,87
Corpus Christi School,http://www.cckingsville.catholic.edu.au,Catholic,"U, Prep-6",Primary,380 GEELONG RD,KINGSVILLE,VIC,3012,-37.808313,144.872527,86
St Peter's School,http://www.spkeiloreast.catholic.edu.au,Catholic,"U, Prep-6",Primary,2A PARKSIDE AVE,KEILOR EAST,VIC,3033,-37.744452,144.859622,82
St Joseph's School,http://www.sjcribpoint.catholic.edu.au,Catholic,"U, Prep-6",Primary,MARTIN ST,CRIB POINT,VIC,3919,-38.3614784,145.2027263,64
St Joseph's Primary School,http://www.sjsorrento.catholic.edu.au,Catholic,"U, Prep-6",Primary,CONSTITUTION HILL RD,SORRENTO,VIC,3943,-38.33997933,144.7421634,91
Sacred Heart School,http://www.shdiamondcreek.catholic.edu.au,Catholic,"U, Prep-6",Primary,GIPSON ST,DIAMOND CREEK,VIC,3089,-37.671898,145.1582828,65
St Francis of Assisi Primary School,http://www.sfmillpark.catholic.edu.au,Catholic,"U, Prep-6",Primary,290-312 CHILDS RD,MILL PARK,VIC,3082,-37.665168,145.059235,88
St John's Primary School,http://www.sjthomastowneast.catholic.edu.au,Catholic,"U, Prep-6",Primary,REGAL AVE,THOMASTOWN EAST,VIC,3074,-37.6781451,145.0388316,93
St Peter's Parish Primary School,http://www.stprepp.catholic.edu.au,Catholic,"U, Prep-6",Primary,32 WEDGE ST,EPPING,VIC,3076,-37.650563,145.028387,84
St Luke's Primary School,http://www.stlukelr.catholic.edu.au,Catholic,"U, Prep-6",Primary,1A DAVID ST,LALOR,VIC,3075,-37.672478,145.018976,88
St Simon's School,http://www.ssrowville.catholic.edu.au,Catholic,"U, Prep-6",Primary,CNR TAYLORS LANE & WELLINGTON RD,ROWVILLE,VIC,3178,-37.925483,145.245337,81
Holy Family School,http://www.hfdoveton.catholic.edu.au,Catholic,"U, Prep-6",Primary,CNR PITTOSPORUM GVE & POWER RD,DOVETON,VIC,3177,-37.9903527,145.2387592,65
Corpus Christi Primary School,http://www.ccglenroy.catholic.edu.au,Catholic,"U, Prep-6",Primary,13-21 WIDFORD ST,GLENROY,VIC,3046,-37.694942,144.925151,68
St Dominic's School,http://www.sdbroadmeadows.catholic.edu.au,Catholic,"U, Prep-6",Primary,408 CAMP RD,BROADMEADOWS,VIC,3047,-37.684926,144.923498,66
School of the Good Shepherd,http://www.soggladstonepark.catholic.edu.au,Catholic,"U, Prep-6",Primary,88 SOUTH CIRCULAR RD,GLADSTONE PARK,VIC,3043,-37.692971,144.889486,78
Holy Child Primary School,http://www.hcdallas.catholic.edu.au,Catholic,"U, Prep-6",Primary,BLAIR ST,DALLAS,VIC,3047,-37.665933,144.932092,64
St Matthew's Primary School,http://www.smfawknernth.catholic.edu.au,Catholic,"U, Prep-6",Primary,95 WILLIAM STREET,FAWKNER,VIC,3060,-37.697809,144.967674,75
St Joseph the Worker School,http://www.sjwreservoirnth.catholic.edu.au,Catholic,"U, Prep-6",Primary,79 WILSON BLVD,RESERVOIR NORTH,VIC,3073,-37.701791,144.992605,79
Good Samaritan Catholic Primary School,http://www.gsroxburghpark.catholic.edu.au,Catholic,"U, Prep-6",Primary,1 -29 WWSOUTHERN CROSS DRIVE,ROXBURGH PARK,VIC,3064,-37.62316,144.932975,66
St Augustine's Primary School,http://www.sakeilor.catholic.edu.au,Catholic,"U, Prep-6",Primary,AUGUSTINE'S WAY,KEILOR,VIC,3036,-37.7108935,144.81969,81
St Catherine's School,http://www.sclalorwest.catholic.edu.au,Catholic,"U, Prep-6",Primary,2 LASCELLES DR,LALOR WEST,VIC,3075,-37.665294,145.003687,89
Trinity Catholic Primary School,http://www.trinitynarre.catholic.edu.au,Catholic,"U, Prep-6",Primary,OAKGROVE DRIVE,NARRE WARREN SOUTH,VIC,3805,-38.0548421,145.2989096,79
St Margaret's School,http://www.smgeelongeast.catholic.edu.au,Catholic,"U, Prep-6",Primary,83 ST ALBANS RD,EAST GEELONG,VIC,3219,-38.163857,144.373232,99
St Mary's Primary School,http://www.smgeelong.catholic.edu.au,Catholic,"U, Prep-6",Primary,66-68 LITTLE MYERS STREET,GEELONG,VIC,3220,-38.153153,144.359961,87
St Patrick's School,http://www.spgeelongwest.catholic.edu.au,Catholic,"U, Prep-6",Primary,PETREL ST,GEELONG WEST,VIC,3218,-38.135553,144.346579,89
St Margaret Mary's School,http://www.smmspotswood.catholic.edu.au,Catholic,"U, Prep-6",Primary,181 HUDSONS RD,SPOTSWOOD,VIC,3015,-37.829288,144.877529,89
St Mary's School,http://www.smaltona.catholic.edu.au,Catholic,"U, Prep-6",Primary,95A RAILWAY STREET,ALTONA,VIC,3018,-37.866618,144.828351,96
Queen of Peace Parish Primary School,http://www.qopaltonameadows.catholic.edu.au,Catholic,"U, Prep-6",Primary,62 EVERINGHAM RD,ALTONA MEADOWS,VIC,3028,-37.875787,144.79214,81
Our Lady of the Immaculate Conception School,http://www.olsunshine.catholic.edu.au,Catholic,"U, Prep-6",Primary,MONASH ST,SUNSHINE,VIC,3020,-37.7890808,144.8357939,85
St Peter's School,http://www.spsunshinesw.catholic.edu.au,Catholic,"U, Prep-6",Primary,KILLEEN ST,SUNSHINE SOUTH WEST,VIC,3020,-37.7980665,144.819335,82
Don Bosco Primary School,http://www.dbnarre.catholic.edu.au,Catholic,"U, Prep-6",Primary,496 PRINCES HWY,NARRE WARREN,VIC,3805,-38.025952,145.314893,84
St Michael's School,http://www.stmberwick.catholic.edu.au,Catholic,"U, Prep-6",Primary,16 SCANLAN ST,BERWICK,VIC,3806,-38.03346,145.353457,86
St Catherine's Catholic Primary School,http://www.stcberwick.catholic.edu.au,Catholic,"U, Prep-6",Primary,231 CLYDE ROAD,BERWICK,VIC,3806,-38.071171,145.336458,83
St Thomas More's Primary School,http://www.smbelgrave.catholic.edu.au,Catholic,"U, Prep-6",Primary,REYNOLDS LANE,BELGRAVE,VIC,3160,-37.908659,145.3528233,88
Holy Spirit School,http://www.hsmanifoldheights.catholic.edu.au,Catholic,"U, Prep-6",Primary,83 MINERVA ROAD,MANIFOLD HEIGHTS,VIC,3218,-38.135741,144.330104,80
St Theresa's School,http://www.stalbion.catholic.edu.au,Catholic,"U, Prep-6",Primary,16 DRUMMARTIN ST,ALBION,VIC,3020,-37.782356,144.820121,77
St Paul's Primary School,http://www.spsunshinewest.catholic.edu.au,Catholic,"U, Prep-6",Primary,LINKS ST,SUNSHINE WEST,VIC,3020,-37.78794728,144.8079742,97
Sunshine Christian School,http://www.scs.vic.edu.au,Independent,"U, Prep-6",Primary,81-83 WESTMORELAND ROAD,SUNSHINE NORTH,VIC,3020,-37.768299,144.835802,97
Mother of God School,http://www.mogardeer.catholic.edu.au,Catholic,"U, Prep-6",Primary,67 BLANCHE ST,ARDEER,VIC,3022,-37.779541,144.800815,68
Holy Eucharist School,http://www.hestalbanssth.catholic.edu.au,Catholic,"U, Prep-6",Primary,1A OLEANDER DR,ST ALBANS SOUTH,VIC,3021,-37.756201,144.811242,88
Sacred Heart Primary School,http://www.shstalbans.catholic.edu.au,Catholic,"U, Prep-6",Primary,2 WINIFRED ST,ST ALBANS,VIC,3021,-37.738289,144.800338,90
St Peter Chanel Primary School,http://www.spcdeerpark.catholic.edu.au,Catholic,"U, Prep-6",Primary,848 BALLARAT RD,DEER PARK,VIC,3023,-37.766453,144.76634,78
St Paul's Kealba Catholic School,http://www.spkealba.catholic.edu.au,Catholic,"U, Prep-6",Primary,230-240 SUNSHINE AVE,KEALBA,VIC,3021,-37.733634,144.820352,89
Resurrection Primary School,http://www.rskingspark.catholic.edu.au,Catholic,"U, Prep-6",Primary,51 GUM RD,KINGS PARK,VIC,3021,-37.736313,144.774794,76
St Mary MacKillop Primary School,http://www.mmkeilordowns.catholic.edu.au,Catholic,"U, Prep-6",Primary,152 ODESSA AVE,KEILOR DOWNS,VIC,3038,-37.714406,144.804729,72
St Martin de Porres School,http://www.smdplaverton.catholic.edu.au,Catholic,"U, Prep-6",Primary,13-25 BELLIN ST,LAVERTON,VIC,3028,-37.853975,144.777303,65
Christ the Priest Primary School,http://www.cpcarolinesprings.catholic.edu.au,Catholic,"U, Prep-6",Primary,CAROLINE SPRINGS BOULEVARD,CAROLINE SPRINGS,VIC,3023,-37.73905655,144.7381152,74
Our Lady's Primary School,http://www.olcraigieburn.catholic.edu.au,Catholic,"U, Prep-6",Primary,CRAIGIEBURN RD WEST,CRAIGIEBURN,VIC,3064,-37.5984539,144.9310506,70
Emmaus Catholic Primary School,http://www.emsydenham.catholic.edu.au,Catholic,"U, Prep-6",Primary,SYDENHAM ROAD,SYDENHAM,VIC,3037,-37.6981126,144.7711223,91
Cana Catholic Primary School,http://www.canahillside.catholic.edu.au,Catholic,"U, Prep-6",Primary,46-60 BANCHORY AVENUE,HILLSIDE,VIC,3037,-37.687917,144.746958,87
St Mary's Primary School,http://www.smwhittlesea.catholic.edu.au,Catholic,"U, Prep-6",Primary,FIR ST,WHITTLESEA,VIC,3757,-37.5090961,145.1139021,87
St James Catholic School,http://www.stjamesnng.catholic.edu.au,Catholic,"U, Prep-6",Primary,60 NAR NAR GOON ROAD,NAR NAR GOON,VIC,3812,-38.071743,145.573298,81
